facility_id,country_name,facility_name,city,operational_status,year_operational,facility_type,control_category,control_rationale,hyperscaler_presence,chinese_role,operator_name,ownership_type,major_shareholders,controlling_entities,control_mechanisms,dfi_involvement,investment_usd,key_tenants,ultimate_parent_hq_country,ultimate_parent_company,control_confidence
ZAF-027,South Africa,BCX Centurion HUB DC,Johannesburg (Centurion),Operational,2002,Enterprise,African control,African ultimate parent (South Africa),Yes,Construction/Equipment,Business Connexion (BCX),Government / SOE,"1. Government of South Africa (~40.51%), 2. Public Investment Corporation (SOC) Ltd. (~10.25%), 3. Telkom SA SOC Ltd (treasury, ~4.43%), 4. PSG Asset Management (~2.54%), 5. M&G Investment Managers (~2.17%) [MarketScreener Sep 2025](https://www.marketscreener.com/quote/stock/TELKOM-SA-SOC-LTD-1413419/company-shareholders/)",Government of South Africa (40.51%),Majority influence via 40.51% stake + PIC (govt-linked) ~10%; SOC status; likely govt reps on board (e.g. possible via DCDT oversight),"None identified (IFC, DFC, BII, AfDB, Proparco etc. no direct recent involvement)",,Government; enterprises,South Africa,Telkom SA SOC Ltd (self),high
ZAF-028,South Africa,BCX Centurion NEXUS DC,Johannesburg (Centurion),Operational,2002,Enterprise,African control,African ultimate parent (South Africa),Yes,Construction/Equipment,Business Connexion (BCX),Government / SOE,"1. Government of South Africa (~40.51%), 2. Public Investment Corporation (SOC) Ltd. (~10.25%), 3. Telkom SA SOC Ltd (treasury, ~4.43%), 4. PSG Asset Management (~2.54%), 5. M&G Investment Managers (~2.17%) [MarketScreener Sep 2025](https://www.marketscreener.com/quote/stock/TELKOM-SA-SOC-LTD-1413419/company-shareholders/)",Government of South Africa (40.51%),Majority influence via 40.51% stake + PIC (govt-linked) ~10%; SOC status; likely govt reps on board (e.g. possible via DCDT oversight),"None identified (IFC, DFC, BII, AfDB, Proparco etc. no direct recent involvement)",,Government; enterprises,South Africa,Telkom SA SOC Ltd (self),high
ZAF-029,South Africa,BCX Hartbeeshoek HBDC,Johannesburg (Magaliesburg),Operational,2009,Enterprise,African control,African ultimate parent (South Africa),Yes,Construction/Equipment,Business Connexion (BCX),Government / SOE,"1. Government of South Africa (~40.51%), 2. Public Investment Corporation (SOC) Ltd. (~10.25%), 3. Telkom SA SOC Ltd (treasury, ~4.43%), 4. PSG Asset Management (~2.54%), 5. M&G Investment Managers (~2.17%) [MarketScreener Sep 2025](https://www.marketscreener.com/quote/stock/TELKOM-SA-SOC-LTD-1413419/company-shareholders/)",Government of South Africa (40.51%),Majority influence via 40.51% stake + PIC (govt-linked) ~10%; SOC status; likely govt reps on board (e.g. possible via DCDT oversight),"None identified (IFC, DFC, BII, AfDB, Proparco etc. no direct recent involvement)",,Government; Telkom enterprise,South Africa,Telkom SA SOC Ltd (self),high
ZAF-030,South Africa,BCX Bellville 2 (Cape Town),Cape Town (Bellville),Operational,2009,Enterprise,African control,African ultimate parent (South Africa),Yes,Construction/Equipment,Business Connexion (BCX),Government / SOE,"1. Government of South Africa (~40.51%), 2. Public Investment Corporation (SOC) Ltd. (~10.25%), 3. Telkom SA SOC Ltd (treasury, ~4.43%), 4. PSG Asset Management (~2.54%), 5. M&G Investment Managers (~2.17%) [MarketScreener Sep 2025](https://www.marketscreener.com/quote/stock/TELKOM-SA-SOC-LTD-1413419/company-shareholders/)",Government of South Africa (40.51%),Majority influence via 40.51% stake + PIC (govt-linked) ~10%; SOC status; likely govt reps on board (e.g. possible via DCDT oversight),"None identified (IFC, DFC, BII, AfDB, Proparco etc. no direct recent involvement)",,Government; Sanlam; financial services,South Africa,Telkom SA SOC Ltd (self),high
ZAF-031,South Africa,BCX Bellville 1 (Cape Town),Cape Town (Bellville),Operational,1987,Enterprise,African control,African ultimate parent (South Africa),Yes,Construction/Equipment,Business Connexion (BCX),Government / SOE,"1. Government of South Africa (~40.51%), 2. Public Investment Corporation (SOC) Ltd. (~10.25%), 3. Telkom SA SOC Ltd (treasury, ~4.43%), 4. PSG Asset Management (~2.54%), 5. M&G Investment Managers (~2.17%) [MarketScreener Sep 2025](https://www.marketscreener.com/quote/stock/TELKOM-SA-SOC-LTD-1413419/company-shareholders/)",Government of South Africa (40.51%),Majority influence via 40.51% stake + PIC (govt-linked) ~10%; SOC status; likely govt reps on board (e.g. possible via DCDT oversight),"None identified (IFC, DFC, BII, AfDB, Proparco etc. no direct recent involvement)",,Government; Sanlam; financial services,South Africa,Telkom SA SOC Ltd (self),high
ZAF-032,South Africa,OADC Bloemfontein (ex-NTT/IS),Bloemfontein,Operational,2005,Colocation/carrier-neutral,African control,Owned by 10 African telecom operators + African Capital Alliance; Mauritius holdco domicile only,Yes,None identified,Open Access Data Centres (WIOCC Group),Private foreign,"Historical largest: Dalkom Somalia Limited, Djibouti Telecom; Recent investors: African Capital Alliance (ACA/CAPE IV ~$75M), IFC (~$30M+), African telcos (Telkom Kenya etc.) - exact % unavailable [Verdant Capital](https://verdant-cap.com/verdant-capital-advises-wiocc-on-usd-80-million-equity-capital-raise/)","African telcos, ACA, IFC [LinkedIn](https://www.linkedin.com/pulse/wiocc-group-secures-additional-usd-65-million-debt-raise-expand-pzfmf)",Holding structure in Mauritius; board control by major shareholders; CEO Chris Wood [Wikipedia](https://en.wikipedia.org/wiki/West_Indian_Ocean_Cable_Company),"Extensive: IFC, Proparco, RMB, EAAIF (PIDG/BII-related), historical AfDB, AFD, KfW, EIB [IFC](https://www.ifc.org/en/pressroom/2024/ifc-proparco-and-rmb-partner-with-wiocc-group-to-expand-digital-infrastructure-in-africa)",,Government; enterprises; NTT DATA clients,Mauritius,WIOCC Holding Company Ltd. / WIOCC Group [IFC EWS](https://ewsdata.rightsindevelopment.org/projects/48053-wiocc-slf-loan/),high
ZAF-033,South Africa,OADC East London (ex-NTT/IS),East London,Operational,2008,Colocation/carrier-neutral,African control,Owned by 10 African telecom operators + African Capital Alliance; Mauritius holdco domicile only,Yes,None identified,Open Access Data Centres (WIOCC Group),Private foreign,"Historical largest: Dalkom Somalia Limited, Djibouti Telecom; Recent investors: African Capital Alliance (ACA/CAPE IV ~$75M), IFC (~$30M+), African telcos (Telkom Kenya etc.) - exact % unavailable [Verdant Capital](https://verdant-cap.com/verdant-capital-advises-wiocc-on-usd-80-million-equity-capital-raise/)","African telcos, ACA, IFC [LinkedIn](https://www.linkedin.com/pulse/wiocc-group-secures-additional-usd-65-million-debt-raise-expand-pzfmf)",Holding structure in Mauritius; board control by major shareholders; CEO Chris Wood [Wikipedia](https://en.wikipedia.org/wiki/West_Indian_Ocean_Cable_Company),"Extensive: IFC, Proparco, RMB, EAAIF (PIDG/BII-related), historical AfDB, AFD, KfW, EIB [IFC](https://www.ifc.org/en/pressroom/2024/ifc-proparco-and-rmb-partner-with-wiocc-group-to-expand-digital-infrastructure-in-africa)",,Government; enterprises; NTT DATA clients,Mauritius,WIOCC Holding Company Ltd. / WIOCC Group [IFC EWS](https://ewsdata.rightsindevelopment.org/projects/48053-wiocc-slf-loan/),high
ZAF-034,South Africa,OADC Gqeberha/Port Elizabeth (ex-NTT/IS),Gqeberha (Port Elizabeth),Operational,2007,Colocation/carrier-neutral,African control,Owned by 10 African telecom operators + African Capital Alliance; Mauritius holdco domicile only,Yes,None identified,Open Access Data Centres (WIOCC Group),Private foreign,"Historical largest: Dalkom Somalia Limited, Djibouti Telecom; Recent investors: African Capital Alliance (ACA/CAPE IV ~$75M), IFC (~$30M+), African telcos (Telkom Kenya etc.) - exact % unavailable [Verdant Capital](https://verdant-cap.com/verdant-capital-advises-wiocc-on-usd-80-million-equity-capital-raise/)","African telcos, ACA, IFC [LinkedIn](https://www.linkedin.com/pulse/wiocc-group-secures-additional-usd-65-million-debt-raise-expand-pzfmf)",Holding structure in Mauritius; board control by major shareholders; CEO Chris Wood [Wikipedia](https://en.wikipedia.org/wiki/West_Indian_Ocean_Cable_Company),"Extensive: IFC, Proparco, RMB, EAAIF (PIDG/BII-related), historical AfDB, AFD, KfW, EIB [IFC](https://www.ifc.org/en/pressroom/2024/ifc-proparco-and-rmb-partner-with-wiocc-group-to-expand-digital-infrastructure-in-africa)",,Government; enterprises; NTT DATA clients,Mauritius,WIOCC Holding Company Ltd. / WIOCC Group [IFC EWS](https://ewsdata.rightsindevelopment.org/projects/48053-wiocc-slf-loan/),high
ZAF-035,South Africa,Digital Parks Africa (Samrand Campus),Johannesburg (Centurion/Samrand),Operational,2017,Colocation/carrier-neutral,African control,SA private company,Yes,None identified,Digital Parks Africa (Pty) Ltd,Private domestic,"Not publicly disclosed; likely South African founders/individuals (e.g., associated with Menno Parsons of MPT)",None identified (private South African company),Equity,None found,,Enterprises; cloud providers,,None identified (private South African company),medium
ZAF-037,South Africa,Vodacom Johannesburg Data Centre,Johannesburg (Midrand),Operational,2010,Enterprise,Other foreign control,"Vodafone (UK) majority of Vodacom; for Safaricom rows note significant Kenyan state (35%) + NSE float — contested, African-significant",Yes,Construction/Equipment,Vodacom Business,Private foreign,"1. Vodafone Group Plc (65.1%), 2. Government Employees Pension Fund (GEPF, ~13.5%), 3. YeboYethu (~6.2%), 4. Institutional investors (~16%), 5. Retail (~3%) [[Wikipedia](https://en.wikipedia.org/wiki/Vodacom)] [[Vodacom Fact Sheet](https://vodacom.com/pdf/about-us/fact-sheet/2025/vodacom-results-fact-sheet-2025.pdf)]",Vodafone Group Plc (65.1% stake),5 Vodafone nominees on 12-member board; Vodafone shareholder rights as majority owner [[Vodacom Governance](https://www.vodacom.com/governance.php)],"None identified in searches for IFC, DFC, BII, AfDB, Proparco etc. in Vodacom data centers.",,Vodacom enterprise; major corporates; government,UK,Vodafone Group Plc,medium
ZAF-038,South Africa,Vodacom Cape Town Data Centre,Cape Town (Foreshore),Operational,2008,Enterprise,Other foreign control,"Vodafone (UK) majority of Vodacom; for Safaricom rows note significant Kenyan state (35%) + NSE float — contested, African-significant",Yes,Construction/Equipment,Vodacom Business,Private foreign,"1. Vodafone Group Plc (65.1%), 2. Government Employees Pension Fund (GEPF, ~13.5%), 3. YeboYethu (~6.2%), 4. Institutional investors (~16%), 5. Retail (~3%) [[Wikipedia](https://en.wikipedia.org/wiki/Vodacom)] [[Vodacom Fact Sheet](https://vodacom.com/pdf/about-us/fact-sheet/2025/vodacom-results-fact-sheet-2025.pdf)]",Vodafone Group Plc (65.1% stake),5 Vodafone nominees on 12-member board; Vodafone shareholder rights as majority owner [[Vodacom Governance](https://www.vodacom.com/governance.php)],"None identified in searches for IFC, DFC, BII, AfDB, Proparco etc. in Vodacom data centers.",,Vodacom enterprise; corporates; government,UK,Vodafone Group Plc,medium
ZAF-039,South Africa,Liquid Intelligent Technologies DC (Midrand),Johannesburg (Midrand),Operational,2007,Colocation/carrier-neutral,African control,Econet Group / Strive Masiyiwa (Zimbabwe) ultimate control; UK domicile and US DFC/Google/NVIDIA minority positions do not transfer control,Yes,None identified,Liquid Intelligent Technologies (Africa Data Centres),Private foreign,"Not disclosed with %; known: Econet Group (likely largest), Strive Masiyiwa, Google LLC, NVIDIA, IFC, DFC, BII, Finnfund, PIC, Royal Bafokeng, Afreximbank/FEDA, Gateway Capital [Investor List](https://www.cassavatechnologies.com/cassava-technologies-secures-investment-to-accelerate-growth/)","Strive Masiyiwa (Founder/Exec Chairman, Zimbabwean); Econet Group [Leadership](https://www.cassavatechnologies.com/executive-leadership/)",Founder-led exec chair; Group CEO Hardy Pemhiwa; exec team (no full public board). [Exec Leadership](https://www.cassavatechnologies.com/executive-leadership/),"Yes: IFC (debt/investor), DFC ($90M), BII (investor), Finnfund ($90M), Afreximbank/FEDA. No AfDB/Proparco found. [Investors](https://www.cassavatechnologies.com/secures-usd-310-million-in-funding-and-completes-business-reorganisation/)",,Enterprises; ISPs; carriers,UK / Zimbabwe,None (standalone private; controlled by Econet Group / Strive Masiyiwa),high
ZAF-041,South Africa,Microsoft Azure South Africa North (Johannesburg),Johannesburg,Operational,2019,Hyperscale,US control,Ultimate parent HQ: USA,Yes,Construction/Equipment,Microsoft Corporation,Private foreign,"1. Vanguard Group (~9.6%), 2. BlackRock (~8.1%), 3. State Street (~4.1%), 4. FMR LLC (~2.7%), 5. Geode Capital (~2.4%) [Business Quant](https://businessquant.com/stocks/msft/institutional-ownership/); [CoinCodex](https://coincodex.com/article/29185/who-owns-microsoft/)",,Equity,"None found; partnerships w/ AfDB on agriculture/SMEs/connectivity, not data centers. [Microsoft AfDB](https://news.microsoft.com/source/emea/2025/12/microsoft-achieves-major-connectivity-milestone-in-africa/)",1100000000,Government; enterprises; financial services; telcos,USA,Microsoft Corporation,high
ZAF-042,South Africa,Microsoft Azure South Africa West (Cape Town),Cape Town,Operational,2019,Hyperscale,US control,Ultimate parent HQ: USA,Yes,Construction/Equipment,Microsoft Corporation,Private foreign,"1. Vanguard Group (~9.6%), 2. BlackRock (~8.1%), 3. State Street (~4.1%), 4. FMR LLC (~2.7%), 5. Geode Capital (~2.4%) [Business Quant](https://businessquant.com/stocks/msft/institutional-ownership/); [CoinCodex](https://coincodex.com/article/29185/who-owns-microsoft/)",,Equity,"None found; partnerships w/ AfDB on agriculture/SMEs/connectivity, not data centers. [Microsoft AfDB](https://news.microsoft.com/source/emea/2025/12/microsoft-achieves-major-connectivity-milestone-in-africa/)",1100000000,Government; enterprises; regional DR,USA,Microsoft Corporation,high
ZAF-043,South Africa,AWS Africa (Cape Town) Region,Cape Town,Operational,2020,Hyperscale,US control,Ultimate parent HQ: USA,Yes,None identified,Amazon Web Services Inc.,Private foreign,"1. Vanguard Group (~7.9%), 2. BlackRock (~6.8%), 3. State Street (~3.6%), 4. FMR LLC (~3.1%), 5. Geode Capital (~2.1%)",,Equity,,,Government; enterprises; fintech; startups,USA,"Amazon.com, Inc.",high
ZAF-044,South Africa,Google Cloud Johannesburg Region (africa-south1),Johannesburg,Operational,2024,Hyperscale,US control,Ultimate parent HQ: USA,Yes,None identified,Google LLC,Private foreign,"Vanguard Group (9.09%), BlackRock (7.59%), FMR LLC (3.98%), State Street (3.92%), Geode Capital (2.51%) [Yahoo Finance Dec 2025](https://finance.yahoo.com/quote/GOOGL/holders)",,Equity,None found for Alphabet/Google data centers or projects.,,Enterprises; fintech; telcos; developers,USA,Alphabet Inc.,high
ZAF-045,South Africa,SITA National Data Centre (Centurion),Johannesburg (Centurion),Operational,1999,Government,African control,African ultimate parent (South Africa),Yes,Construction/Equipment,State Information Technology Agency (SITA),Government / SOE,South African Government (100%),Government of the Republic of South Africa,Equity,None identified,,All South African government departments; national e-services,South Africa,Government of the Republic of South Africa,high
ZAF-047,South Africa,Vox DataPro Johannesburg,Johannesburg (Waverley),Operational,2010,Colocation/carrier-neutral,African control,African ultimate parent (South Africa),Yes,Construction/Equipment,Vox Datapro,Private domestic,"Metier Private Equity, Mineworker's Investment Company (MIC, 100% black-owned), RMB (FirstRand), management",Vivica Holdings (South Africa),Equity,None identified,,Enterprises; SMEs; cloud clients,South Africa,Vivica Holdings (South Africa),high
ZAF-048,South Africa,Vox DataPro Cape Town,Cape Town (Newlands),Operational,2012,Colocation/carrier-neutral,African control,African ultimate parent (South Africa),Yes,Construction/Equipment,Vox Datapro,Private domestic,"Metier Private Equity, Mineworker's Investment Company (MIC, 100% black-owned), RMB (FirstRand), management",Vivica Holdings (South Africa),Equity,None identified,,Enterprises; SMEs; cloud clients,South Africa,Vivica Holdings (South Africa),high
ZAF-049,South Africa,Cosmas Data City - Johannesburg (Samrand/Kosmosdal),Johannesburg (Samrand),Planned,,Hyperscale,African control,African ultimate parent (South Africa),Yes,None identified,Cosmas Data Cities (Cavaleros Group),Private domestic,Cavaleros family (percentages not publicly disclosed),Cavaleros family / Cavaleros Group Holdings (Pty) Ltd,Equity,None found,,Hyperscalers; cloud providers (undisclosed),South Africa,Cavaleros family / Cavaleros Group Holdings (Pty) Ltd,high
ZAF-050,South Africa,Cosmas Data City - Cape Town,Cape Town,Planned,,Hyperscale,African control,African ultimate parent (South Africa),Yes,None identified,Cosmas Data Cities (Cavaleros Group),Private domestic,Cavaleros family (percentages not publicly disclosed),Cavaleros family / Cavaleros Group Holdings (Pty) Ltd,Equity,None found,,Hyperscalers; cloud providers (undisclosed),South Africa,Cavaleros family / Cavaleros Group Holdings (Pty) Ltd,high
